source_id,source_type,platform_or_outlet,account_handle,display_name,source_date,source_time,source_url,role,stance,count_claimed,claim_summary,topic_context,primary_or_relayed,evidence_class,likes,reposts,views,citation_count,cited_on_pages,corroborated_by,rebutted_by,reliability_note
X-011,x_post,X (Twitter),@RealCandaceO,Candace Owens,2025-11-01,,https://x.com/RealCandaceO/status/1984666106569900231,originator_broadcaster,asserts_pattern,68 then 73 Erika / ~23 Charlie,"on September 14th 2024, Charlie was in Lincoln Nebraska with Mikey McCoy.","Who posted the images, the CSVs, the timelines",primary_post,social_post_unverified,,,,4,73_overlaps.mdx;overlap/20240914_NE_lincoln_extra_001.mdx,ADSB-001 (Flightradar24 five-tail history export) is the only primary flight record behind any of these tallies. NO tally in this directory has ever been reconciled with another. Do not average them.,"ADSB-002 (Kanekoa line-by-line audit: ~66% of listed locations wrong, ~60% wrong continent); @Liz_Wheeler (same airport + same day reduces the overlap to ONE, 9/10 Utah); PRESS-004/PRESS-005 (Erika Kirk disputes the dates and locations attributed to her)","The claim's origin. Named the two aircraft, published the 68 then 73 counts, the 29-with-Charlie split, the transponder timings, the contractor and rental-car claims, and the pivot to Erika rather than Charlie as the tracked person. Named publicly under her own name and may be named here."
X-012,x_post,X (Twitter),@DiligentDenizen,,2025-11-17,22:57 GMT,https://x.com/DiligentDenizen/status/1990554993016045957,amplifier,asserts_pattern,60,"‼️🇺🇸: Candace Owens reveals that the EGYPTIAN PLANES she thought were only following Charlie Kirk around as he traveled were ACTUALLY PRIMARILY FOLLOWING ERIKA KIRK for over a year, including international with over 60 overlaps between Erika's and the planes locations. 👀","Every competing tally, shown as a dispute",relayed_or_amplified,social_post_unverified,2187,,130927,2,73_overlaps.mdx;x_discussions.mdx,ADSB-001 (Flightradar24 five-tail history export) is the only primary flight record behind any of these tallies. NO tally in this directory has ever been reconciled with another. Do not average them.,"ADSB-002 (Kanekoa line-by-line audit: ~66% of listed locations wrong, ~60% wrong continent); @Liz_Wheeler (same airport + same day reduces the overlap to ONE, 9/10 Utah); PRESS-004/PRESS-005 (Erika Kirk disputes the dates and locations attributed to her)",'over 60 overlaps' in the 'over a year' framing.
X-013,x_post,X (Twitter),@itsmorganariel,Morgan Ariel,2025-11-17,23:07 GMT,https://x.com/itsmorganariel/status/1990557512043803109,amplifier,asserts_pattern,68;29,"""The Egyptian military plane was tracking Erika Kirk NOT Charlie Kirk! Between 2022 and September of 2025, both the blue plane and yellow plane showed 68 overlaps with Erika Kirk's location, including trips she took outside of the country. Out of those 68 instances, 29 of them included Charlie.""","Every competing tally, shown as a dispute",relayed_or_amplified,social_post_unverified,2771,,132485,92,73_overlaps.mdx;Erika_Kirk_Flights.mdx;Erika_Overseas_Overlaps.mdx;Erika_Tracked_Not_Charlie.mdx;Erika_X_Posters.mdx;overlap/20221005_NY_new_york_owens_001.mdx;overlap/20221020_IL_chicago_owens_002.mdx;overlap/20221101_MA_boston_owens_003.mdx;overlap/20221113_KS_wichita_owens_004.mdx;overlap/20221117_DE_wilmington_owens_005.mdx;overlap/20221125_DE_wilmington_owens_043.mdx;overlap/20221205_IL_chicago_owens_044.mdx;overlap/20221220_MO_st_louis_owens_006.mdx;overlap/20221227_ME_bangor_owens_007.mdx;overlap/20230112_KS_wichita_owens_045.mdx;overlap/20230115_GA_atlanta_owens_008.mdx;overlap/20230210_DE_wilmington_owens_009.mdx;overlap/20230225_MO_st_louis_owens_046.mdx;overlap/20230315_NE_omaha_owens_047.mdx;overlap/20230327_DE_wilmington_owens_048.mdx;overlap/20230401_MO_st_louis_owens_010.mdx;overlap/20230402_MO_jefferson_city.mdx;overlap/20230406_DE_wilmington_owens_011.mdx;overlap/20230414_KS_wichita_owens_012.mdx;overlap/20230420_DE_wilmington_owens_013.mdx;overlap/20230423_KS_topeka_extra_003.mdx;overlap/20230425_KS_wichita_owens_049.mdx;overlap/20230503_MO_st_louis_owens_014.mdx;overlap/20230509_MO_st_louis_then_goose_bay_owens_015.mdx;overlap/20230512_MO_st_louis_owens_050.mdx;overlap/20230608_KS_wichita_owens_051.mdx;overlap/20230612_UT_provo_owens_016.mdx;overlap/20230625_DE_wilmington_owens_052.mdx;overlap/20230725_NE_lincoln_owens_017.mdx;overlap/20230825_NE_lincoln_extra_005.mdx;overlap/20230903_DE_wilmington_owens_018.mdx;overlap/20240110_CA_sacramento_owens_019.mdx;overlap/20240209_NE_omaha_lincoln_owens_020.mdx;overlap/20240211_NE_lincoln.mdx;overlap/20240214_DE_wilmington_owens_021.mdx;overlap/20240310_MO_st_louis_owens_053.mdx;overlap/20240318_KS_wichita_owens_022.mdx;overlap/20240322_KS_wichita_owens_054.mdx;overlap/20240329_KS_wichita_owens_023.mdx;overlap/20240403_KS_lawrence.mdx;overlap/20240403_KS_wichita_lawrence_owens_024.mdx;overlap/20240409_NE_omaha_extra_002.mdx;overlap/20240415_NE_omaha_owens_055.mdx;overlap/20240419_UT_provo_owens_025.mdx;overlap/20240423_UT_provo_owens_026.mdx;overlap/20240423_UT_salt_lake_city.mdx;overlap/20240428_DE_wilmington_owens_027.mdx;overlap/20240503_MO_st_louis_owens_056.mdx;overlap/20240510_MO_st_louis_owens_057.mdx;overlap/20240618_NE_lincoln_owens_058.mdx;overlap/20240705_KS_wichita_owens_059.mdx;overlap/20240720_NE_omaha_lincoln_owens_028.mdx;overlap/20240725_NE_omaha_lincoln_owens_060.mdx;overlap/20240817_NE_omaha_lincoln_owens_029.mdx;overlap/20240914_NE_lincoln_extra_001.mdx;overlap/20241208_UT_provo_owens_030.mdx;overlap/20250112_KS_wichita_owens_031.mdx;overlap/20250112_KS_wichita_owens_061.mdx;overlap/20250117_KS_wichita_owens_032.mdx;overlap/20250208_NE_omaha_owens_062.mdx;overlap/20250315_KS_wichita_owens_033.mdx;overlap/20250315_KS_wichita_owens_063.mdx;overlap/20250322_KS_wichita_owens_034.mdx;overlap/20250419_UT_provo_owens_064.mdx;overlap/20250429_NE_lincoln_extra_007.mdx;overlap/20250523_UT_provo_owens_035.mdx;overlap/20250523_UT_provo_owens_065.mdx;overlap/20250618_NE_omaha_lincoln_owens_036.mdx;overlap/20250707_UT_provo_owens_037.mdx;overlap/20250707_UT_provo_owens_066.mdx;overlap/20250711_NE_omaha_extra_004.mdx;overlap/20250720_NE_lincoln_owens_067.mdx;overlap/20250720_NE_omaha_lincoln_owens_038.mdx;overlap/20250817_NE_omaha_lincoln_owens_039.mdx;overlap/20250904_UT_provo_owens_040.mdx;overlap/20250910_DE_wilmington.mdx;overlap/20250910_UTDE_provo_then_wilmington_owens_041.mdx;overlap/20250910_UT_orem.mdx;overlap/20250910_UT_provo_extra_006.mdx;overlap/20250913_UT_provo_owens_042.mdx;overlap/unpublished_unpub_001.mdx;overlap/unpublished_unpub_002.mdx;overlap/unpublished_unpub_003.mdx;overlap/unpublished_unpub_004.mdx;overlap/unpublished_unpub_005.mdx;x_discussions.mdx,ADSB-001 (Flightradar24 five-tail history export) is the only primary flight record behind any of these tallies. NO tally in this directory has ever been reconciled with another. Do not average them.,"ADSB-002 (Kanekoa line-by-line audit: ~66% of listed locations wrong, ~60% wrong continent); @Liz_Wheeler (same airport + same day reduces the overlap to ONE, 9/10 Utah); PRESS-004/PRESS-005 (Erika Kirk disputes the dates and locations attributed to her)",Published the 68/29 dual-plane split - the only tally in the record that states its own method.
X-014,x_post,X (Twitter),@ShadowofEzra,,2025-11-17,23:09 GMT,https://x.com/ShadowofEzra/status/1990557868396089532,amplifier,asserts_pattern,60,"""Candace Owens reveals that the Egyptian planes she believed were tailing Charlie Kirk were actually tracking Erika Kirk instead. Over the past year, the planes followed Erika internationally, with more than 60 instances where their locations overlapped. In total, the Egyptian aircraft coincided wit","Every competing tally, shown as a dispute",relayed_or_amplified,social_post_unverified,10737,,1908889,7,73_overlaps.mdx;Erika_Kirk_Flights.mdx;Erika_Overseas_Overlaps.mdx;Erika_Tracked_Not_Charlie.mdx;Erika_X_Posters.mdx;x_discussions.mdx,ADSB-001 (Flightradar24 five-tail history export) is the only primary flight record behind any of these tallies. NO tally in this directory has ever been reconciled with another. Do not average them.,"ADSB-002 (Kanekoa line-by-line audit: ~66% of listed locations wrong, ~60% wrong continent); @Liz_Wheeler (same airport + same day reduces the overlap to ONE, 9/10 Utah); PRESS-004/PRESS-005 (Erika Kirk disputes the dates and locations attributed to her)",Carried the 70-times wording; highest single-post reach in the record.
X-015,x_post,X (Twitter),@Ryanmatta,,2025-11-17,23:13 GMT,https://x.com/Ryanmatta/status/1990558872193675553,amplifier,asserts_pattern,,"Candace Owens just dropped a bombshell about the Charlie Kirk Assassination. That Egyptian plan wasn't tracking Charlie Kirk, it was tracking Erika Kirk.","Topic 2 — Same airport, same day or one day off, up to 77 times || The 73-of-the-flights wording — 17 November 2025",relayed_or_amplified,social_post_unverified,2918,,413382,1,x_discussions.mdx,ADSB-001 (Flightradar24 five-tail history export) is the only primary flight record behind any of these tallies. NO tally in this directory has ever been reconciled with another. Do not average them.,"ADSB-002 (Kanekoa line-by-line audit: ~66% of listed locations wrong, ~60% wrong continent); @Liz_Wheeler (same airport + same day reduces the overlap to ONE, 9/10 Utah); PRESS-004/PRESS-005 (Erika Kirk disputes the dates and locations attributed to her)",Relayed the Owens broadcast.
X-016,x_post,X (Twitter),@BasedSamParker,Sam Parker,2025-11-17,23:45 GMT,https://x.com/BasedSamParker/status/1990567019851464866,amplifier,asserts_pattern,73,"""BREAKING: 73 of the flights of the Egyptian planes coincide with Erika Kirk travel locations. In the case of the assassination, it was there BEFORE Erika got there. What's going on?!""","Every competing tally, shown as a dispute",relayed_or_amplified,social_post_unverified,1764,,88378,92,73_overlaps.mdx;Erika_Kirk_Flights.mdx;Erika_Tracked_Not_Charlie.mdx;Erika_X_Posters.mdx;Overlap_Window_Definition.mdx;overlap/20221005_NY_new_york_owens_001.mdx;overlap/20221020_IL_chicago_owens_002.mdx;overlap/20221101_MA_boston_owens_003.mdx;overlap/20221113_KS_wichita_owens_004.mdx;overlap/20221117_DE_wilmington_owens_005.mdx;overlap/20221125_DE_wilmington_owens_043.mdx;overlap/20221205_IL_chicago_owens_044.mdx;overlap/20221220_MO_st_louis_owens_006.mdx;overlap/20221227_ME_bangor_owens_007.mdx;overlap/20230112_KS_wichita_owens_045.mdx;overlap/20230115_GA_atlanta_owens_008.mdx;overlap/20230210_DE_wilmington_owens_009.mdx;overlap/20230225_MO_st_louis_owens_046.mdx;overlap/20230315_NE_omaha_owens_047.mdx;overlap/20230327_DE_wilmington_owens_048.mdx;overlap/20230401_MO_st_louis_owens_010.mdx;overlap/20230402_MO_jefferson_city.mdx;overlap/20230406_DE_wilmington_owens_011.mdx;overlap/20230414_KS_wichita_owens_012.mdx;overlap/20230420_DE_wilmington_owens_013.mdx;overlap/20230423_KS_topeka_extra_003.mdx;overlap/20230425_KS_wichita_owens_049.mdx;overlap/20230503_MO_st_louis_owens_014.mdx;overlap/20230509_MO_st_louis_then_goose_bay_owens_015.mdx;overlap/20230512_MO_st_louis_owens_050.mdx;overlap/20230608_KS_wichita_owens_051.mdx;overlap/20230612_UT_provo_owens_016.mdx;overlap/20230625_DE_wilmington_owens_052.mdx;overlap/20230725_NE_lincoln_owens_017.mdx;overlap/20230825_NE_lincoln_extra_005.mdx;overlap/20230903_DE_wilmington_owens_018.mdx;overlap/20240110_CA_sacramento_owens_019.mdx;overlap/20240209_NE_omaha_lincoln_owens_020.mdx;overlap/20240211_NE_lincoln.mdx;overlap/20240214_DE_wilmington_owens_021.mdx;overlap/20240310_MO_st_louis_owens_053.mdx;overlap/20240318_KS_wichita_owens_022.mdx;overlap/20240322_KS_wichita_owens_054.mdx;overlap/20240329_KS_wichita_owens_023.mdx;overlap/20240403_KS_lawrence.mdx;overlap/20240403_KS_wichita_lawrence_owens_024.mdx;overlap/20240409_NE_omaha_extra_002.mdx;overlap/20240415_NE_omaha_owens_055.mdx;overlap/20240419_UT_provo_owens_025.mdx;overlap/20240423_UT_provo_owens_026.mdx;overlap/20240423_UT_salt_lake_city.mdx;overlap/20240428_DE_wilmington_owens_027.mdx;overlap/20240503_MO_st_louis_owens_056.mdx;overlap/20240510_MO_st_louis_owens_057.mdx;overlap/20240618_NE_lincoln_owens_058.mdx;overlap/20240705_KS_wichita_owens_059.mdx;overlap/20240720_NE_omaha_lincoln_owens_028.mdx;overlap/20240725_NE_omaha_lincoln_owens_060.mdx;overlap/20240817_NE_omaha_lincoln_owens_029.mdx;overlap/20240914_NE_lincoln_extra_001.mdx;overlap/20241208_UT_provo_owens_030.mdx;overlap/20250112_KS_wichita_owens_031.mdx;overlap/20250112_KS_wichita_owens_061.mdx;overlap/20250117_KS_wichita_owens_032.mdx;overlap/20250208_NE_omaha_owens_062.mdx;overlap/20250315_KS_wichita_owens_033.mdx;overlap/20250315_KS_wichita_owens_063.mdx;overlap/20250322_KS_wichita_owens_034.mdx;overlap/20250419_UT_provo_owens_064.mdx;overlap/20250429_NE_lincoln_extra_007.mdx;overlap/20250523_UT_provo_owens_035.mdx;overlap/20250523_UT_provo_owens_065.mdx;overlap/20250618_NE_omaha_lincoln_owens_036.mdx;overlap/20250707_UT_provo_owens_037.mdx;overlap/20250707_UT_provo_owens_066.mdx;overlap/20250711_NE_omaha_extra_004.mdx;overlap/20250720_NE_lincoln_owens_067.mdx;overlap/20250720_NE_omaha_lincoln_owens_038.mdx;overlap/20250817_NE_omaha_lincoln_owens_039.mdx;overlap/20250904_UT_provo_owens_040.mdx;overlap/20250910_DE_wilmington.mdx;overlap/20250910_UTDE_provo_then_wilmington_owens_041.mdx;overlap/20250910_UT_orem.mdx;overlap/20250910_UT_provo_extra_006.mdx;overlap/20250913_UT_provo_owens_042.mdx;overlap/unpublished_unpub_001.mdx;overlap/unpublished_unpub_002.mdx;overlap/unpublished_unpub_003.mdx;overlap/unpublished_unpub_004.mdx;overlap/unpublished_unpub_005.mdx;x_discussions.mdx,ADSB-001 (Flightradar24 five-tail history export) is the only primary flight record behind any of these tallies. NO tally in this directory has ever been reconciled with another. Do not average them.,"ADSB-002 (Kanekoa line-by-line audit: ~66% of listed locations wrong, ~60% wrong continent); @Liz_Wheeler (same airport + same day reduces the overlap to ONE, 9/10 Utah); PRESS-004/PRESS-005 (Erika Kirk disputes the dates and locations attributed to her)",Carried the 73-of-the-flights wording and the two-year TPUSA framing.
X-017,x_post,X (Twitter),@BasedSamParker,Sam Parker,2025-11-18,00:35 GMT,https://x.com/BasedSamParker/status/1990579641183322330,amplifier,asserts_pattern,73,"Hmmm. Yes. Why should we care about a Egyptian military plane, that was closely shadowing Erika Kirk, and was in Provo the day of the assassination and then left? Nothing to see here. In the meantime go read about how Egyptians blew up civilian targets in the Lavon Affair and attacked the USS Libert","Topic 2 — Same airport, same day or one day off, up to 77 times || The 73-of-the-flights wording — 17 November 2025",relayed_or_amplified,social_post_unverified,41,,,1,x_discussions.mdx,ADSB-001 (Flightradar24 five-tail history export) is the only primary flight record behind any of these tallies. NO tally in this directory has ever been reconciled with another. Do not average them.,"ADSB-002 (Kanekoa line-by-line audit: ~66% of listed locations wrong, ~60% wrong continent); @Liz_Wheeler (same airport + same day reduces the overlap to ONE, 9/10 Utah); PRESS-004/PRESS-005 (Erika Kirk disputes the dates and locations attributed to her)",Carried the 73-of-the-flights wording and the two-year TPUSA framing.
X-018,x_post,X (Twitter),@ninoboxer,David Nino Rodriguez,2025-11-18,01:10 GMT,https://x.com/ninoboxer/status/1990588451566334184,amplifier,asserts_pattern,70,🚨WOW… Candace Owens claims Egyptian planes matched Erika Kirk's travel more than 70 times in recent years. The flight paths line up on both domestic and international routes.,What the posts said,relayed_or_amplified,social_post_unverified,769,,40138,5,Erika_Overseas_Overlaps.mdx;Erika_Tracked_Not_Charlie.mdx;Erika_X_Posters.mdx;x_discussions.mdx,ADSB-001 (Flightradar24 five-tail history export) is the only primary flight record behind any of these tallies. NO tally in this directory has ever been reconciled with another. Do not average them.,"ADSB-002 (Kanekoa line-by-line audit: ~66% of listed locations wrong, ~60% wrong continent); @Liz_Wheeler (same airport + same day reduces the overlap to ONE, 9/10 Utah); PRESS-004/PRESS-005 (Erika Kirk disputes the dates and locations attributed to her)",'matched Erika Kirk's travel more than 70 times'.
X-019,x_post,X (Twitter),@JustTheTweets17,Trisha Hope,2025-11-18,14:13 GMT,https://x.com/JustTheTweets17/status/1990785423623262490,amplifier,asserts_pattern,72,"""72 times those exact planes followed Erika Kirk, not a plane like it, those 2 planes. That is statistically near impossible without intent.""","Every competing tally, shown as a dispute",relayed_or_amplified,social_post_unverified,12408,,571762,92,73_overlaps.mdx;Erika_Kirk_Flights.mdx;Erika_Tracked_Not_Charlie.mdx;Erika_X_Posters.mdx;Overlap_Window_Definition.mdx;overlap/20221005_NY_new_york_owens_001.mdx;overlap/20221020_IL_chicago_owens_002.mdx;overlap/20221101_MA_boston_owens_003.mdx;overlap/20221113_KS_wichita_owens_004.mdx;overlap/20221117_DE_wilmington_owens_005.mdx;overlap/20221125_DE_wilmington_owens_043.mdx;overlap/20221205_IL_chicago_owens_044.mdx;overlap/20221220_MO_st_louis_owens_006.mdx;overlap/20221227_ME_bangor_owens_007.mdx;overlap/20230112_KS_wichita_owens_045.mdx;overlap/20230115_GA_atlanta_owens_008.mdx;overlap/20230210_DE_wilmington_owens_009.mdx;overlap/20230225_MO_st_louis_owens_046.mdx;overlap/20230315_NE_omaha_owens_047.mdx;overlap/20230327_DE_wilmington_owens_048.mdx;overlap/20230401_MO_st_louis_owens_010.mdx;overlap/20230402_MO_jefferson_city.mdx;overlap/20230406_DE_wilmington_owens_011.mdx;overlap/20230414_KS_wichita_owens_012.mdx;overlap/20230420_DE_wilmington_owens_013.mdx;overlap/20230423_KS_topeka_extra_003.mdx;overlap/20230425_KS_wichita_owens_049.mdx;overlap/20230503_MO_st_louis_owens_014.mdx;overlap/20230509_MO_st_louis_then_goose_bay_owens_015.mdx;overlap/20230512_MO_st_louis_owens_050.mdx;overlap/20230608_KS_wichita_owens_051.mdx;overlap/20230612_UT_provo_owens_016.mdx;overlap/20230625_DE_wilmington_owens_052.mdx;overlap/20230725_NE_lincoln_owens_017.mdx;overlap/20230825_NE_lincoln_extra_005.mdx;overlap/20230903_DE_wilmington_owens_018.mdx;overlap/20240110_CA_sacramento_owens_019.mdx;overlap/20240209_NE_omaha_lincoln_owens_020.mdx;overlap/20240211_NE_lincoln.mdx;overlap/20240214_DE_wilmington_owens_021.mdx;overlap/20240310_MO_st_louis_owens_053.mdx;overlap/20240318_KS_wichita_owens_022.mdx;overlap/20240322_KS_wichita_owens_054.mdx;overlap/20240329_KS_wichita_owens_023.mdx;overlap/20240403_KS_lawrence.mdx;overlap/20240403_KS_wichita_lawrence_owens_024.mdx;overlap/20240409_NE_omaha_extra_002.mdx;overlap/20240415_NE_omaha_owens_055.mdx;overlap/20240419_UT_provo_owens_025.mdx;overlap/20240423_UT_provo_owens_026.mdx;overlap/20240423_UT_salt_lake_city.mdx;overlap/20240428_DE_wilmington_owens_027.mdx;overlap/20240503_MO_st_louis_owens_056.mdx;overlap/20240510_MO_st_louis_owens_057.mdx;overlap/20240618_NE_lincoln_owens_058.mdx;overlap/20240705_KS_wichita_owens_059.mdx;overlap/20240720_NE_omaha_lincoln_owens_028.mdx;overlap/20240725_NE_omaha_lincoln_owens_060.mdx;overlap/20240817_NE_omaha_lincoln_owens_029.mdx;overlap/20240914_NE_lincoln_extra_001.mdx;overlap/20241208_UT_provo_owens_030.mdx;overlap/20250112_KS_wichita_owens_031.mdx;overlap/20250112_KS_wichita_owens_061.mdx;overlap/20250117_KS_wichita_owens_032.mdx;overlap/20250208_NE_omaha_owens_062.mdx;overlap/20250315_KS_wichita_owens_033.mdx;overlap/20250315_KS_wichita_owens_063.mdx;overlap/20250322_KS_wichita_owens_034.mdx;overlap/20250419_UT_provo_owens_064.mdx;overlap/20250429_NE_lincoln_extra_007.mdx;overlap/20250523_UT_provo_owens_035.mdx;overlap/20250523_UT_provo_owens_065.mdx;overlap/20250618_NE_omaha_lincoln_owens_036.mdx;overlap/20250707_UT_provo_owens_037.mdx;overlap/20250707_UT_provo_owens_066.mdx;overlap/20250711_NE_omaha_extra_004.mdx;overlap/20250720_NE_lincoln_owens_067.mdx;overlap/20250720_NE_omaha_lincoln_owens_038.mdx;overlap/20250817_NE_omaha_lincoln_owens_039.mdx;overlap/20250904_UT_provo_owens_040.mdx;overlap/20250910_DE_wilmington.mdx;overlap/20250910_UTDE_provo_then_wilmington_owens_041.mdx;overlap/20250910_UT_orem.mdx;overlap/20250910_UT_provo_extra_006.mdx;overlap/20250913_UT_provo_owens_042.mdx;overlap/unpublished_unpub_001.mdx;overlap/unpublished_unpub_002.mdx;overlap/unpublished_unpub_003.mdx;overlap/unpublished_unpub_004.mdx;overlap/unpublished_unpub_005.mdx;x_discussions.mdx,ADSB-001 (Flightradar24 five-tail history export) is the only primary flight record behind any of these tallies. NO tally in this directory has ever been reconciled with another. Do not average them.,"ADSB-002 (Kanekoa line-by-line audit: ~66% of listed locations wrong, ~60% wrong continent); @Liz_Wheeler (same airport + same day reduces the overlap to ONE, 9/10 Utah); PRESS-004/PRESS-005 (Erika Kirk disputes the dates and locations attributed to her)",Carried the 72-times wording.
X-020,x_post,X (Twitter),@BasedSamParker,Sam Parker,2025-11-18,16:35 GMT,https://x.com/BasedSamParker/status/1990821048213008519,amplifier,asserts_pattern,73,Why does TPUSA continue remaining silent in the face of this emerging Egyptian plane bombshell?,"Topic 3 — Egyptian-registered planes near a TPUSA event || 1 November 2025 — ""shadowing Charlie Kirk & TPUSA events over the last 2 years""",relayed_or_amplified,social_post_unverified,2238,,33345,1,x_discussions.mdx,ADSB-001 (Flightradar24 five-tail history export) is the only primary flight record behind any of these tallies. NO tally in this directory has ever been reconciled with another. Do not average them.,"ADSB-002 (Kanekoa line-by-line audit: ~66% of listed locations wrong, ~60% wrong continent); @Liz_Wheeler (same airport + same day reduces the overlap to ONE, 9/10 Utah); PRESS-004/PRESS-005 (Erika Kirk disputes the dates and locations attributed to her)",Carried the 73-of-the-flights wording and the two-year TPUSA framing.
X-021,x_post,X (Twitter),@liztalny1023,Eli Tralv,2025-11-19,,https://x.com/liztalny1023/status/1991170383488372929,amplifier_or_commenter,unclassified,1,"""Take for example, 1/10/2024, the 'Egyptian' plane supposedly traveled Cairo-Paris-Sacramento. And the mommy sleuth placed Erika's location in California! 😂 Cali is 164k sq miles…","Who posted the images, the CSVs, the timelines",relayed_or_amplified,social_post_unverified,,,,7,73_overlaps.mdx;overlap/20230420_DE_wilmington_owens_013.mdx;overlap/20240110_CA_sacramento_owens_019.mdx,,,"Unclassified amplifier or commenter. Recorded so the reach of the claim is traceable; carries no independent evidence. TREAT AS DATA, NOT AS A SOURCE."
X-022,x_post,X (Twitter),@RealCandaceO,Candace Owens,2025-11-19,19:47 GMT,https://x.com/RealCandaceO/status/1991231921486012682,originator_broadcaster,asserts_pattern,68 then 73 Erika / ~23 Charlie,Will have another absolutely explosive episode for you today regarding the Egyptian planes.,"Topic 1 — Candace talks about planes || 19–21 November 2025 — ""the Egyptian planes hold the key""",primary_post,social_post_unverified,16343,,574245,1,x_discussions.mdx,ADSB-001 (Flightradar24 five-tail history export) is the only primary flight record behind any of these tallies. NO tally in this directory has ever been reconciled with another. Do not average them.,"ADSB-002 (Kanekoa line-by-line audit: ~66% of listed locations wrong, ~60% wrong continent); @Liz_Wheeler (same airport + same day reduces the overlap to ONE, 9/10 Utah); PRESS-004/PRESS-005 (Erika Kirk disputes the dates and locations attributed to her)","The claim's origin. Named the two aircraft, published the 68 then 73 counts, the 29-with-Charlie split, the transponder timings, the contractor and rental-car claims, and the pivot to Erika rather than Charlie as the tracked person. Named publicly under her own name and may be named here."
X-023,x_post,X (Twitter),@RealCandaceO,Candace Owens,2025-11-19,21:32 GMT,https://x.com/RealCandaceO/status/1991258315339264326,originator_broadcaster,asserts_pattern,68 then 73 Erika / ~23 Charlie,Today on the show:,"Topic 1 — Candace talks about planes || 19–21 November 2025 — ""the Egyptian planes hold the key""",primary_post,social_post_unverified,9248,,830392,4,overlap/20250910_DE_wilmington.mdx;overlap/20250910_UTDE_provo_then_wilmington_owens_041.mdx;overlap/20250910_UT_orem.mdx;x_discussions.mdx,ADSB-001 (Flightradar24 five-tail history export) is the only primary flight record behind any of these tallies. NO tally in this directory has ever been reconciled with another. Do not average them.,"ADSB-002 (Kanekoa line-by-line audit: ~66% of listed locations wrong, ~60% wrong continent); @Liz_Wheeler (same airport + same day reduces the overlap to ONE, 9/10 Utah); PRESS-004/PRESS-005 (Erika Kirk disputes the dates and locations attributed to her)","The claim's origin. Named the two aircraft, published the 68 then 73 counts, the 29-with-Charlie split, the transponder timings, the contractor and rental-car claims, and the pivot to Erika rather than Charlie as the tracked person. Named publicly under her own name and may be named here."
X-024,x_post,X (Twitter),@RealCandaceO,Candace Owens,2025-11-21,01:30 GMT,https://x.com/RealCandaceO/status/1991680682603520403,originator_broadcaster,asserts_pattern,68 then 73 Erika / ~23 Charlie,Looks like another round of a desperate and fake debunking regarding the Egyptian planes!,"Topic 1 — Candace talks about planes || 19–21 November 2025 — ""the Egyptian planes hold the key""",primary_post,social_post_unverified,22161,,1235446,4,overlap/20250910_DE_wilmington.mdx;overlap/20250910_UTDE_provo_then_wilmington_owens_041.mdx;overlap/20250910_UT_orem.mdx;x_discussions.mdx,ADSB-001 (Flightradar24 five-tail history export) is the only primary flight record behind any of these tallies. NO tally in this directory has ever been reconciled with another. Do not average them.,"ADSB-002 (Kanekoa line-by-line audit: ~66% of listed locations wrong, ~60% wrong continent); @Liz_Wheeler (same airport + same day reduces the overlap to ONE, 9/10 Utah); PRESS-004/PRESS-005 (Erika Kirk disputes the dates and locations attributed to her)","The claim's origin. Named the two aircraft, published the 68 then 73 counts, the 29-with-Charlie split, the transponder timings, the contractor and rental-car claims, and the pivot to Erika rather than Charlie as the tracked person. Named publicly under her own name and may be named here."
X-025,x_post,X (Twitter),@RealCandaceO,Candace Owens,2025-11-21,21:56 GMT,https://x.com/RealCandaceO/status/1991989177723072877,originator_broadcaster,asserts_pattern,68 then 73 Erika / ~23 Charlie,Today on the show:,"Topic 1 — Candace talks about planes || 19–21 November 2025 — ""the Egyptian planes hold the key""",primary_post,social_post_unverified,7759,,1031255,1,x_discussions.mdx,ADSB-001 (Flightradar24 five-tail history export) is the only primary flight record behind any of these tallies. NO tally in this directory has ever been reconciled with another. Do not average them.,"ADSB-002 (Kanekoa line-by-line audit: ~66% of listed locations wrong, ~60% wrong continent); @Liz_Wheeler (same airport + same day reduces the overlap to ONE, 9/10 Utah); PRESS-004/PRESS-005 (Erika Kirk disputes the dates and locations attributed to her)","The claim's origin. Named the two aircraft, published the 68 then 73 counts, the 29-with-Charlie split, the transponder timings, the contractor and rental-car claims, and the pivot to Erika rather than Charlie as the tracked person. Named publicly under her own name and may be named here."
X-026,x_post,X (Twitter),@grok,Grok on X,2025-11-22,18:22 GMT,https://x.com/grok/status/1992297586536136966,ai_relay,neutral_restates_official,77;73,"Not broken! The claim about an Egyptian jet (likely SU-BTT/SU-BND) following Erika Kirk 73-77 times stems from Candace Owens, citing ADS-B flight data overlaps from 2022-2025, tying it to Mossad and Charlie Kirk's death. Independent verification is lacking; critics like Nick Fuentes call it an absur","Topic 2 — Same airport, same day or one day off, up to 77 times || The 77-times wording — 22 November, 29 November, 10 December 2025",relayed_or_amplified,social_post_unverified,0,,77,2,x_discussions.mdx,,,An AI reply account. Recurring participant that restates the official narrative. NOT a source; recorded because it appears in the thread record.
