file_path,level2,status,blocks,agent,updated
site/docs/court/Days_in_Court/2026-07-08-prelim-day-3.mdx,court,DONE,HOSW,9,w4check
site/docs/court/Days_in_Court/2026-07-09-prelim-day-4.mdx,court,DONE,HOSW,9,w4check
site/docs/court/Days_in_Court/2026-07-10-prelim-day-5.mdx,court,DONE,HOSW,9,w4check
site/docs/court/Days_in_Court/2026-09-01-bindover-argument.mdx,court,DONE,HOSW,9,w4check
site/docs/court/Days_in_Court/overview.mdx,court,DONE,HOSW,9,w4check
site/docs/court/mirandize/baron-coleman-early-turn-in.mdx,court,DONE,HOSW,9,w4check
site/docs/court/mirandize/bodycam-grama-no-footage.mdx,court,DONE,HOSW,9,w4check
site/docs/court/mirandize/custody-timeline-fake-confession.mdx,court,DONE,HOSW,9,w4check
site/docs/court/mirandize/grok-analysis.mdx,court,DONE,HOSW,9,w4check
site/docs/court/mirandize/investigative-hold-counterpoint.mdx,court,DONE,HOSW,9,w4check
site/docs/court/mirandize/mirandized-sept-11-image.mdx,court,DONE,HOSW,9,w4check
site/docs/court/mirandize/overview.mdx,court,DONE,HOSW,9,w4check
site/docs/court/mirandize/probable-cause-affidavit.mdx,court,DONE,HOSW,9,w4check
site/docs/court/mirandize/sept-11-grok-image.mdx,court,TODO,----,9,
site/docs/court/Preliminary_Hearing/Day_1.mdx,court,DONE,HOSW,9,w4check
site/docs/court/Preliminary_Hearing/Day_2.mdx,court,DONE,HOSW,9,w4check
site/docs/court/Preliminary_Hearing/Day_3.mdx,court,DONE,HOSW,9,w4check
site/docs/court/Preliminary_Hearing/Day_4.mdx,court,DONE,HOSW,9,w4check
site/docs/court/Preliminary_Hearing/overview.mdx,court,DONE,HOSW,9,w4check
site/docs/Planes/99-0004-Vance.mdx,Planes,DONE,HOSW,12,wave3-check
site/docs/Planes/Airport-Biggs-Army-Airfield.mdx,Planes,DONE,HOSW,12,wave3-check
site/docs/Planes/Airport-Joint-Base-Andrews.mdx,Planes,DONE,HOSW,12,wave3-check
site/docs/Planes/Airport-Roland-Wright-ANGB.mdx,Planes,DONE,HOSW,12,wave3-check
site/docs/Planes/Casket-Flight.mdx,Planes,DONE,HOSW,12,wave3-check
site/docs/Planes/Cox-Foreign-Meetings.mdx,Planes,DONE,HOSW,12,wave3-check
site/docs/Planes/Egyptian-Crew-Hotel.mdx,Planes,DONE,HOSW,12,wave3-check
site/docs/Planes/Erika-Flight-Logs-Erased.mdx,Planes,DONE,HOSW,12,wave3-check
site/docs/Planes/Following-Charlie-Erika.mdx,Planes,DONE,HOSW,12,wave3-check
site/docs/Planes/ISR-Operations.mdx,Planes,DONE,HOSW,12,wave3-check
site/docs/Planes/Israel-Planes.mdx,Planes,DONE,HOSW,12,wave3-check
site/docs/Planes/N102DZ.mdx,Planes,DONE,HOSW,12,wave3-check
site/docs/Planes/N2100L.mdx,Planes,DONE,HOSW,12,wave3-check
site/docs/Planes/N40JD.mdx,Planes,DONE,HOSW,12,wave3-check
site/docs/Planes/N55906.mdx,Planes,DONE,HOSW,12,wave3-check
site/docs/Planes/N560TW.mdx,Planes,DONE,HOSW,12,wave3-check
site/docs/Planes/N582MM.mdx,Planes,DONE,HOSW,12,wave3-check
site/docs/Planes/N59906.mdx,Planes,DONE,HOSW,12,wave3-check
site/docs/Planes/N872RA.mdx,Planes,DONE,HOSW,12,wave3-check
site/docs/Planes/N888KG.mdx,Planes,DONE,HOSW,12,wave3-check
site/docs/Planes/Pilatus-PC-12.mdx,Planes,DONE,HOSW,12,wave3-check
site/docs/Planes/Planes_Investigation_Index.mdx,Planes,DONE,HOSW,12,wave3-check
site/docs/Planes/SAM-000.mdx,Planes,DONE,HOSW,12,wave3-check
site/docs/Planes/SAM-112.mdx,Planes,DONE,HOSW,12,w4check
site/docs/Planes/SAM-650.mdx,Planes,DONE,HOSW,12,w4check
site/docs/Planes/SAM-702.mdx,Planes,DONE,HOSW,12,w4check
site/docs/Planes/SAM-99-0404.mdx,Planes,DONE,HOSW,12,w4check
site/docs/Planes/SU-BGM.mdx,Planes,DONE,HOSW,12,w4check
site/docs/Planes/SU-BND.mdx,Planes,DONE,HOSW,12,w4check
site/docs/Planes/SU-BTT.mdx,Planes,DONE,HOSW,12,w4check
site/docs/Planes/SU-BTU.mdx,Planes,DONE,HOSW,12,w4check
site/docs/Planes/SU-BTV.mdx,Planes,DONE,HOSW,12,w4check
site/docs/Planes/Sept10-Flight-Timeline.mdx,Planes,DONE,HOSW,12,w4check
site/docs/Planes/T7ELL-EJM36.mdx,Planes,DONE,HOSW,12,w4check
site/docs/Planes/overview.mdx,Planes,DONE,HOSW,12,w4check
site/docs/Planes/N1098L/overview.mdx,Planes,DONE,HOSW,12,wave3-check
site/docs/Messages/candace-owens-threat-claims.mdx,Messages,DONE,HOSW,4,wave4
site/docs/Messages/erika-kirk-denial.mdx,Messages,DONE,HOSW,4,wave4
site/docs/Messages/frank-turek-messages.mdx,Messages,DONE,HOSW,4,wave4
site/docs/Messages/harrison-smith-account.mdx,Messages,DONE,HOSW,4,wave4
site/docs/Messages/huckabee-disappear-remark.mdx,Messages,DONE,HOSW,4,wave4
site/docs/Messages/if-i-go-against-israel.mdx,Messages,DONE,HOSW,4,wave4
site/docs/Messages/laurie-cardoza-moore-message.mdx,Messages,DONE,HOSW,4,wave4
site/docs/Messages/message-to-andrew-kolvet.mdx,Messages,DONE,HOSW,4,wave4
site/docs/Messages/message-to-dan-flood.mdx,Messages,DONE,HOSW,4,wave4
site/docs/Messages/overview.mdx,Messages,DONE,HOSW,4,wave4
site/docs/Messages/sept-8-donor-group-chat.mdx,Messages,DONE,HOSW,4,wave4
site/docs/Messages/sept-9-they-are-going-to-kill-me.mdx,Messages,DONE,HOSW,4,wave4
site/docs/Messages/seth-dillon-text-exchange.mdx,Messages,DONE,HOSW,4,wave4
site/docs/Messages/signal-telegram-not-imessage.mdx,Messages,DONE,HOSW,4,wave4
site/docs/Messages/threats-to-commentators.mdx,Messages,DONE,HOSW,4,wave4
site/docs/Messages/uvu-message-to-charlie-sept-9.mdx,Messages,DONE,HOSW,4,wave4
site/docs/Messages/wiped-out-premonition.mdx,Messages,DONE,HOSW,4,wave4
site/docs/US_Intelligence_Assisted/aes-factory-explosion.mdx,US_Intelligence_Assisted,DONE,HOSW,6,wave3-check
site/docs/US_Intelligence_Assisted/faked-confession.mdx,US_Intelligence_Assisted,DONE,HOSW,6,wave3-check
site/docs/US_Intelligence_Assisted/fort-huachuca-uvu-attendance.mdx,US_Intelligence_Assisted,DONE,HOSW,6,wave3-check
site/docs/US_Intelligence_Assisted/narrative-control.mdx,US_Intelligence_Assisted,DONE,HOSW,6,wave3-check
site/docs/US_Intelligence_Assisted/overview.mdx,US_Intelligence_Assisted,DONE,HOSW,6,wave3-check
site/docs/US_Intelligence_Assisted/rode-mic.mdx,US_Intelligence_Assisted,DONE,HOSW,6,wave3-check
site/docs/US_Intelligence_Assisted/signs-of-cover-up.mdx,US_Intelligence_Assisted,DONE,HOSW,6,wave3-check
site/docs/Motive/Geopolitical_Intel_Service_Theories.mdx,Motive,DONE,HOSW,5,wave2-check
site/docs/Motive/Institutional_Media_Organizational_Dynamics.mdx,Motive,DONE,HOSW,5,wave2-check
site/docs/Motive/Motive_Investigation_Index.mdx,Motive,DONE,HOSW,5,wave2-check
site/docs/Motive/Tyler_Robinson_Alleged_Motive.mdx,Motive,DONE,HOSW,5,wave2-check
site/docs/Motive/overview.mdx,Motive,DONE,HOSW,5,wave2-check
site/docs/Tyler_Robinson/Before.mdx,Tyler_Robinson,DONE,HOSW,7,wave2-check
site/docs/Tyler_Robinson/Discord_Messages.mdx,Tyler_Robinson,DONE,HOSW,7,wave2-check
site/docs/Tyler_Robinson/Family.mdx,Tyler_Robinson,DONE,HOSW,7,wave2-check
site/docs/Tyler_Robinson/Investigation_Index.mdx,Tyler_Robinson,DONE,HOSW,7,wave2-check
site/docs/Tyler_Robinson/Recruited.mdx,Tyler_Robinson,DONE,HOSW,7,wave2-check
site/docs/Tyler_Robinson/Risk_Of_Assassination.mdx,Tyler_Robinson,DONE,HOSW,7,wave3-check
site/docs/Tyler_Robinson/Stairs_Guy.mdx,Tyler_Robinson,DONE,HOSW,7,wave3-check
site/docs/Tyler_Robinson/Surrender.mdx,Tyler_Robinson,DONE,HOSW,7,wave3-check
site/docs/Tyler_Robinson/Travel.mdx,Tyler_Robinson,DONE,HOSW,7,wave3-check
site/docs/Tyler_Robinson/Tyler_9_10_2025.mdx,Tyler_Robinson,DONE,HOSW,7,wave3-check
site/docs/Tyler_Robinson/Weapon_Rifle.mdx,Tyler_Robinson,DONE,HOSW,7,wave3-check
site/docs/Tyler_Robinson/baron-coleman-family-denial.mdx,Tyler_Robinson,DONE,HOSW,7,wave3-check
site/docs/Tyler_Robinson/clothing-change-agent-david-hull.mdx,Tyler_Robinson,DONE,HOSW,7,wave3-check
site/docs/Tyler_Robinson/cowboys-smokehouse-full-visit.mdx,Tyler_Robinson,DONE,HOSW,7,wave3-check
site/docs/Tyler_Robinson/cowboys-smokehouse-receipt.mdx,Tyler_Robinson,DONE,HOSW,7,wave3-check
site/docs/Tyler_Robinson/eyewitness-black-clad-fugitive.mdx,Tyler_Robinson,DONE,HOSW,7,wave3-check
site/docs/Tyler_Robinson/lance-twiggs-drawings.mdx,Tyler_Robinson,DONE,HOSW,7,wave4
site/docs/Tyler_Robinson/overview.mdx,Tyler_Robinson,DONE,HOSW,7,wave4
site/docs/Tyler_Robinson/twenty-five-hour-driving-timeline.mdx,Tyler_Robinson,DONE,HOSW,7,wave4
site/docs/Tyler_Robinson/Messages/discord-messages.mdx,Tyler_Robinson,DONE,HOSW,7,wave2-check
site/docs/Tyler_Robinson/Messages/handwritten-note.mdx,Tyler_Robinson,DONE,HOSW,7,wave2-check
site/docs/Tyler_Robinson/Messages/overview.mdx,Tyler_Robinson,DONE,HOSW,7,wave2-check
site/docs/Tyler_Robinson/Messages/steam-messages.mdx,Tyler_Robinson,DONE,HOSW,7,wave2-check
site/docs/Tyler_Robinson/Messages/text-messages-twiggs.mdx,Tyler_Robinson,DONE,HOSW,7,wave2-check
site/docs/Tyler_Robinson/discord/bates-003996-miranda-vs-discord.mdx,Tyler_Robinson,DONE,HOSW,7,wave3-check
site/docs/Tyler_Robinson/discord/bryson-gray-discord-logs-claim.mdx,Tyler_Robinson,DONE,HOSW,7,wave3-check
site/docs/Tyler_Robinson/discord/confession-screenshot-zealous-monkey.mdx,Tyler_Robinson,DONE,HOSW,7,wave3-check
site/docs/Tyler_Robinson/discord/confession-sourcing-klippenstein.mdx,Tyler_Robinson,DONE,HOSW,7,wave3-check
site/docs/Tyler_Robinson/discord/discord-denies-planning-messages.mdx,Tyler_Robinson,DONE,HOSW,7,wave3-check
site/docs/Tyler_Robinson/discord/discord-removed-robinson-account.mdx,Tyler_Robinson,DONE,HOSW,7,wave3-check
site/docs/Tyler_Robinson/discord/discord-says-no-plotting.mdx,Tyler_Robinson,DONE,HOSW,7,wave3-check
site/docs/Tyler_Robinson/discord/discord_friends.mdx,Tyler_Robinson,DONE,HOSW,7,wave3-check
site/docs/Tyler_Robinson/discord/friel-twiggs-text-exchange.mdx,Tyler_Robinson,DONE,HOSW,7,wave3-check
site/docs/Tyler_Robinson/discord/google-trends-discord-searches.mdx,Tyler_Robinson,DONE,HOSW,7,wave3-check
site/docs/Tyler_Robinson/discord/keyboard-note-full-exchange.mdx,Tyler_Robinson,DONE,HOSW,7,wave3-check
site/docs/Tyler_Robinson/discord/overview.mdx,Tyler_Robinson,DONE,HOSW,7,wave3-check
site/docs/Tyler_Robinson/discord/pca-affidavit-roommate-screen-photos.mdx,Tyler_Robinson,DONE,HOSW,7,wave3-check
site/docs/Tyler_Robinson/discord/phil-lyman-discord-radicalization.mdx,Tyler_Robinson,DONE,HOSW,7,wave3-check
site/docs/Tyler_Robinson/discord/search-warrant-tylor-kum-vs-zealous-monkey.mdx,Tyler_Robinson,DONE,HOSW,7,wave3-check
site/docs/Tyler_Robinson/discord/state-wont-offer-forensic-extractions.mdx,Tyler_Robinson,DONE,HOSW,7,wave3-check
site/docs/Tyler_Robinson/discord/surrendering-vs-turning-himself-in.mdx,Tyler_Robinson,DONE,HOSW,7,wave3-check
site/docs/Tyler_Robinson/discord/twiggs-immunity-and-statements.mdx,Tyler_Robinson,DONE,HOSW,7,wave3-check
site/docs/Tyler_Robinson/discord/two-surrender-messages.mdx,Tyler_Robinson,DONE,HOSW,7,wave3-check
site/docs/Tyler_Robinson/discord/warrant-twiggs-texts-own-terms.mdx,Tyler_Robinson,DONE,HOSW,7,wave3-check
site/docs/Tyler_Robinson/discord/warrant-twiggs-texts-page5.mdx,Tyler_Robinson,DONE,HOSW,7,wave3-check
site/docs/Tyler_Robinson/discord/zealous-monkey-vs-tylor-ikum.mdx,Tyler_Robinson,DONE,HOSW,7,wave3-check
site/docs/Tyler_Robinson/steam/device-record-not-being-offered.mdx,Tyler_Robinson,DONE,HOSW,7,wave5-partial
site/docs/Tyler_Robinson/steam/fbi-interview-one-phone-that-was-read.mdx,Tyler_Robinson,DONE,HOSW,7,wave5-partial
site/docs/Tyler_Robinson/steam/overview.mdx,Tyler_Robinson,DONE,HOSW,7,wave4
site/docs/Tyler_Robinson/steam/roommate-transcript-three-renderings.mdx,Tyler_Robinson,DONE,HOSW,7,wave5-partial
site/docs/Tyler_Robinson/steam/self-reported-location-vs-login-ip.mdx,Tyler_Robinson,DONE,HOSW,7,wave5-partial
site/docs/Tyler_Robinson/steam/steam-ankha-egypt-profile.mdx,Tyler_Robinson,DONE,HOSW,7,wave4
site/docs/Tyler_Robinson/steam/steam-comments-cento-egypt.mdx,Tyler_Robinson,DONE,HOSW,7,wave4
site/docs/Tyler_Robinson/steam/steam-comments-discord-handles.mdx,Tyler_Robinson,DONE,HOSW,7,wave4
