url_path,file_path,extension,level,level2,csv_level2,is_overview,title,sidebar_label,description,media_kind,media_src,media_cid,media_alt,media_shape,banned,anchor,teaser
/Censorship/Witness_Footage_Pressure,site/docs/Censorship/Witness_Footage_Pressure.mdx,mdx,3,Censorship,Censorship,no,Witness Footage Pressure,Witness Footage Pressure,"Reported pressure on attendees and witnesses to delete or withhold phone video — Skyler Baird, missing clips, FBI release warnings, and SD card removal.",none,,,,none,no,CK_AUTHOR_CREDIT,"Reported pressure on attendees to delete or withhold phone video &mdash; missing clips, release warnings, and SD cards that left the scene. Witness footage is the least controllable record there is."
/Censorship/X_Candace_Engagement_Bans,site/docs/Censorship/X_Candace_Engagement_Bans.mdx,mdx,3,Censorship,Censorship,no,X — Candace Owens Engagement Bans,X Candace Engagement Bans,Reported mass suspensions and shadowbans when users engage with @RealCandaceO posts about the Charlie Kirk assassination — attributed to @ProjectConstitu.,image,/img/evidence/af02c1992d2fa9ad773c2f93acfd24f0e65524be8bc79d53dcafc1dbf33e2eaa.jpg,QmRmbsSMm2bJMaMVCK9BiyeVgiBVZ3SHxFwzDnrKWugNAq,"This image shows a dense, outdoor crowd of mostly young adults gathered tightly together at an event.",ck-4sq-stack,no,CK_PLACED_IMAGES,"Reported mass suspensions and shadowbans hitting accounts that merely engaged with Owens&apos; posts about the assassination. If the pattern is real, the cost of amplifying fell on readers rather than publishers."
/Censorship/X_Deboosting_Investigators,site/docs/Censorship/X_Deboosting_Investigators.mdx,mdx,3,Censorship,Censorship,no,X — Deboosting Investigators,X Deboosting Investigators,"Reported algorithmic reach suppression on X for citizen investigators covering Charlie Kirk — ballistics, FBI, and foreign-nexus threads.",none,,,,none,no,CK_AUTHOR_CREDIT,"Reported reach suppression on X for accounts working the ballistics, FBI and foreign-nexus threads. Reach is the only distribution a citizen investigator has."
/Censorship/X_EU_DSA_Fine,site/docs/Censorship/X_EU_DSA_Fine.mdx,mdx,3,Censorship,Censorship,no,X — EU €120M DSA Fine,X EU DSA Fine,"December 5, 2025: the European Commission issued its first Digital Services Act non-compliance fine — €120 million against X — over blue-check design, the ad repository, and researcher data access.",none,,,,none,no,CK_AUTHOR_CREDIT,"December 5, 2025: Brussels issued the first Digital Services Act fine ever, &euro;120 million against the platform where nearly all citizen investigation of September 10 actually lives. The three findings were transparency failures, not moderation &mdash; which is exactly what the two sides argue about."
/Censorship/X_Poll_Blocked_Kirk_Narrative,site/docs/Censorship/X_Poll_Blocked_Kirk_Narrative.mdx,mdx,3,Censorship,Censorship,no,X — Poll About Kirk Narrative Reportedly Blocked,X Poll Blocked,Two X users report that a poll asking whether people still believe the initial Charlie Kirk .30-06 narrative would not post as a poll — it failed to send or posted as plain text.,image,/img/evidence/a8313f6da78ae9f5bea44fde02a5c06a5018e85f8c0232c42d3e240e56239c66.jpg,Qmd3UBx5JFVfxqKWw9bjVQReDWRbytYcF4qaxEnnM8HnAT,"Screenshot of an X post by @QueenOfRespawn reading 'Theyre blocking my poll about Charlie. Just says failed to send and goes to drafts,' containing a phone screenshot of the X poll composer with the poll question typed in and answer choices 'I believe it.' and 'Unsure.'",ck-4sq-side,no,H2_INTERESTING,"Two accounts reported on the same August 2026 day that a poll asking whether people still believe the initial rifle account would not publish as a poll. No platform log, no error code, no control test &mdash; and unusually easy for anyone to check."
/Censorship/overview,site/docs/Censorship/overview.mdx,mdx,2,Censorship,,yes,Censorship,Censorship,"Censorship and speech suppression in the Charlie Kirk investigation — X bans, FBI video deletion, gag orders, TPUSA legal threats, and platform scrubbing.",image,/img/evidence/2ca9b5e9741057b39c897245286fc3ce2e75e5bc0b5a9f7e6dc433d62b6ec7d6.jpg,QmdYVLQ5wdG22uku14snLr3rPxFBvqLXFvcAuUsVZig1cx,This is a digital screenshot of a post on the social media platform X (formerly Twitter) by the user &quot;Shadowed News&quot; (@shadowed_news).,ck-4sq-side,no,CK_AUTHOR_CREDIT,"Locks, shadowbans and limited-visibility warnings for engaging the wrong posts, alongside a witness reportedly told to delete his own footage. Suppression does not prove a cover-up, but it does decide what survives online."
/Vote/overview,site/docs/Vote/overview.mdx,mdx,2,Vote,,yes,Vote,Vote,This page focuses on how citizens might respond through voting and civic engagement in light of the questions raised by the Charlie Kirk case. It does not…,none,,,,none,no,CK_AUTHOR_CREDIT,How civic engagement and voting bear on the questions this case raises. It stops short of telling anyone how to vote and stays on what a voter can reasonably ask.
/Proof_Not_Tyler/ATF_Inconclusive_Ballistics,site/docs/Proof_Not_Tyler/ATF_Inconclusive_Ballistics.mdx,mdx,3,Proof_Not_Tyler,Proof_Not_Tyler,no,ATF Inconclusive Ballistics,ATF Inconclusive,The state's ATF lab could not match the autopsy bullet jacket fragment to Tyler Robinson's alleged Mauser — defense treats the report as exculpatory.,none,,,,none,no,CK_AUTHOR_CREDIT,"The prosecution&apos;s physical case needs the autopsy fragment tied to the seized rifle, and the state&apos;s own lab could not do it. Rifling consistent with numerous makes and models is a class description, not an identification."
/Proof_Not_Tyler/Acoustic_Two_Event_Split,site/docs/Proof_Not_Tyler/Acoustic_Two_Event_Split.mdx,mdx,3,Proof_Not_Tyler,Proof_Not_Tyler,no,Acoustic Two-Event Split,Acoustic Split,"Canon XA55 professional audio allegedly separates a 120m rifle muzzle blast from a louder tent/stage detonation at 46m — two events, two locations.",image,/img/evidence/2724a3d3f6b22e6185eb1d212b1071ceb306650e047c888781b86947c4bd6e02.jpg,QmeToYPxthqPP8r7tdrfYBxGcJQVU3wcVoyS6adG2iGnzf,This is a split-screen digital image comparing a sequence of social media posts on X (formerly Twitter) with a video still.,ck-4sq-stack,no,CK_AUTHOR_CREDIT,"Broadcast audio at 48 kHz reportedly separates a distant muzzle blast from a louder event about 46 meters away at the stage. Two sounds, two distances &mdash; and the fatal mechanism may not be the rooftop rifle."
/Proof_Not_Tyler/Alternative_Kill_Mechanisms,site/docs/Proof_Not_Tyler/Alternative_Kill_Mechanisms.mdx,mdx,3,Proof_Not_Tyler,Proof_Not_Tyler,no,Alternative Kill Mechanisms,Alternative Mechanisms,"If Tyler Robinson's rooftop .30-06 did not kill Charlie Kirk — routing page for tent shots, exploding mic, shaped charges, and close-range theories.",none,,,,none,no,CK_AUTHOR_CREDIT,"The routing page for every non-rooftop mechanism &mdash; tent shots, the exploding mic, shaped charges, close-range theories. Useful precisely because it shows how many of them are mutually exclusive."
/Proof_Not_Tyler/Backpack_Rifle_Impossibility,site/docs/Proof_Not_Tyler/Backpack_Rifle_Impossibility.mdx,mdx,3,Proof_Not_Tyler,Proof_Not_Tyler,no,Backpack & Rifle Impossibility,Backpack & Rifle,Physical arguments that Tyler Robinson could not conceal and deploy a scoped .30-06 Mauser in light shorts and a half-empty backpack on September 10.,image,/img/evidence/0fb179279d8fbc3c774703d549ddaf4e4293ae0317f15164533c7fceb1bbc3a7.jpg,QmbyHZh6a3Q2hqXctX3EPtwQWaRiTKRDXEW6MRp6xZDPRz,"This is a high-angle, wide-angle security camera image captured from a residential front porch, looking out onto a sunny suburban street corner.",ck-4sq-stack,no,CK_AUTHOR_CREDIT,"Light shorts in the morning, a half-full student pack, and a long scoped rifle that has to reach a roof somehow. The volume argument is the sharp one: the roof figure&apos;s pack looks fuller after the change, not emptier."
/Proof_Not_Tyler/Discord_Custody_Timeline,site/docs/Proof_Not_Tyler/Discord_Custody_Timeline.mdx,mdx,3,Proof_Not_Tyler,Proof_Not_Tyler,no,Discord & Custody Timeline,Discord & Custody,"Timeline conflicts between Tyler Robinson's reported custody and Miranda time, the 7:57 PM Discord posts, Kash Patel's manhunt narrative, and early St. George custody rumors.",none,,,,none,no,CK_AUTHOR_CREDIT,"Washington County protocol reportedly seizes a phone at Miranda. Miranda is placed near 6:25 PM; the Discord traffic is stamped 7:57 PM, 260 miles from campus. The page documents the timing conflict without asserting forgery."
/Proof_Not_Tyler/Gun_Discovery_Sequence,site/docs/Proof_Not_Tyler/Gun_Discovery_Sequence.mdx,mdx,3,Proof_Not_Tyler,Proof_Not_Tyler,no,Gun Discovery Sequence,Gun Discovery,Reported sequence of failed weapon searches at UVU until federal agents directed junior officers to search again — then the Mauser was found.,image,/img/evidence/851331ecc49337fec9d3685ba0eb903c180ed04ce8fd8bfbfd6db45037f51382.jpg,QmVXc5sEgAGamHMPCBcRi2aJNjmDG3BgEhRG2SogBFX7jA,This image is a composite of three side-by-side video stills showing a man in a black button-down shirt and a white &quot;Make America Great Again&quot; baseball cap standing outdoors on a…,ck-4sq-stack,no,CK_AUTHOR_CREDIT,"Arm-to-arm sweeps found nothing. A K-9 pass found nothing. Then federal agents reportedly sent three junior local officers back over the same ground, and the rifle appeared."
/Proof_Not_Tyler/Investigation_Index,site/docs/Proof_Not_Tyler/Investigation_Index.mdx,mdx,3,Proof_Not_Tyler,Proof_Not_Tyler,no,Proof Not Tyler — Investigation Index,Investigation Index,"Working memo for evidence and arguments that Tyler Robinson did not cause Charlie Kirk's death — ballistics, acoustics, identity gaps, custody timeline, and alternative mechanisms.",none,,,,none,no,CK_AUTHOR_CREDIT,"The working memo for the whole section: five priority questions first, then every argument routed under forensics, identity, timeline and mechanism. It closes with the disclosure targets that would settle each one."
/Proof_Not_Tyler/No_GSR_And_Physical_Tests,site/docs/Proof_Not_Tyler/No_GSR_And_Physical_Tests.mdx,mdx,3,Proof_Not_Tyler,Proof_Not_Tyler,no,No GSR & Missing Physical Tests,No GSR Tests,Reported absence of standard gunshot-residue testing and other physical proof gaps for Tyler Robinson in the Charlie Kirk shooting investigation.,image,/img/evidence/b5681b7b1ade441b295157b6e8d63339f89ff618f12268625f18b14b701913b0.jpg,QmNpBa2Lf67PiNaYVSCNZKSVWzHT8PLsL8py2Db8JnLEt6,"This low-resolution, vertically-oriented image captures a group of police officers in dark uniforms gathered on an outdoor sidewalk during the daytime.",ck-4sq-side,no,CK_AUTHOR_CREDIT,"No publicly reported gunshot-residue result. For a case built on a rifle fired from a roof, the missing test speaks louder than any test that was performed."
/Proof_Not_Tyler/Stairs_Guy_Identity_Gap,site/docs/Proof_Not_Tyler/Stairs_Guy_Identity_Gap.mdx,mdx,3,Proof_Not_Tyler,Proof_Not_Tyler,no,Stairs Guy Identity Gap,Stairs Guy Gap,"Campus surveillance mismatches between Tyler Robinson and the rooftop stairs figure — backpack, clothing, and witness claims that Tyler is not the shooter on camera.",image,/img/evidence/43db211b21f81c1f70deac0747003a7253b7c379b07491acd41e3c1ff607a63f.jpg,QmXwsT3VYsNdqux23sZjvk8dXwABz6sxreQZJLZ9cgeVzS,This image is a screenshot of a social media post from a platform resembling X (formerly Twitter).,ck-4sq-stack,no,CK_AUTHOR_CREDIT,"The figure on the stairs and the man in custody, compared frame by frame on build, gait and clothing. The gap between them is the whole argument."
/Proof_Not_Tyler/Trajectory_Wound_Mismatch,site/docs/Proof_Not_Tyler/Trajectory_Wound_Mismatch.mdx,mdx,3,Proof_Not_Tyler,Proof_Not_Tyler,no,Trajectory & Wound Mismatch,Trajectory Mismatch,"Citizen and expert arguments that a Losee Center rooftop .30-06 shot cannot match Charlie Kirk's reported neck wound path, energy, and blood evidence.",none,,,,none,no,CK_AUTHOR_CREDIT,"The argument that a rooftop .30-06 cannot match the reported neck wound path, the energy, or the blood evidence. It is the single thread connecting almost every cause-of-death dispute on this site."
/Proof_Not_Tyler/Witness_Audio_Conflicts,site/docs/Proof_Not_Tyler/Witness_Audio_Conflicts.mdx,mdx,3,Proof_Not_Tyler,Proof_Not_Tyler,no,Witness & Audio Conflicts,Witness Conflicts,"Eyewitness and audio accounts inconsistent with a lone .30-06 rooftop shot — pops not rifle booms, false in-custody alert, construction crew photo mismatch.",none,,,,none,no,CK_AUTHOR_CREDIT,"Witnesses near the tent mostly described pops, fireworks or a pistol &mdash; not the heavy crack of a rifle fired 120 metres away. The page also records a campus alert declaring a suspect in custody nineteen minutes in, when nobody was."
/Proof_Not_Tyler/overview,site/docs/Proof_Not_Tyler/overview.mdx,mdx,2,Proof_Not_Tyler,,yes,Proof Not Tyler,Proof Not Tyler,"Hub for evidence and arguments that Tyler Robinson did not cause Charlie Kirk's death — ATF ballistics, trajectory, acoustics, identity gaps, and timeline conflicts.",video,/img/video_posters/e6cc83c641a21ba3e8c8ca0c69e2eaa047a08507de1b0a895eaedcf3dd7579a3.jpg,,Video still from Proof Not Tyler,ck-4sq-stack,no,CK_AUTHOR_CREDIT,"The hub for every argument that Tyler Robinson did not cause Charlie Kirk&apos;s death &mdash; ballistics, acoustics, identity gaps, and the standard physical tests that were reportedly never run."
/Proof_Intel_Services/Egyptian_Jets_Provo,site/docs/Proof_Intel_Services/Egyptian_Jets_Provo.mdx,mdx,3,Proof_Intel_Services,Proof_Intel_Services,no,Egyptian Jets — Provo Sept 4–10,Egyptian Jets,"Egyptian Air Force SU-BTT and related jets at Provo Municipal Airport around Charlie Kirk's assassination — arrival Sept 4, departure morning Sept 10.",none,,,,none,no,CK_AUTHOR_CREDIT,Egyptian Air Force aircraft sat at Provo Municipal from September 4 and left the morning of September 10. The flight record is public; the reason is not.
/Proof_Intel_Services/FBI_Intel_Cover_Signatures,site/docs/Proof_Intel_Services/FBI_Intel_Cover_Signatures.mdx,mdx,3,Proof_Intel_Services,Proof_Intel_Services,no,FBI Intel Cover Signatures,FBI Cover Signs,"FBI and federal behavior patterns cited as intelligence-style cover — witness gag, bomb-dog standdown, gun discovery, paving, video cropping, and patsy sequencing.",none,,,,none,no,CK_AUTHOR_CREDIT,"A catalogue of post-shooting behaviours citizen researchers say resemble a cover operation: a <a href=""/FBI/Bomb_Dogs"">bomb-dog standdown</a>, a rifle located only after federal agents redirected the search, and paving poured over the ground where Charlie stood. Every row is an unverified claim from an anonymous compilation, listed so it can be checked rather than repeated. The page asks whether the cluster fits street crime or a managed outcome."
/Proof_Intel_Services/Foreign_Weapons_And_Hardware,site/docs/Proof_Intel_Services/Foreign_Weapons_And_Hardware.mdx,mdx,3,Proof_Intel_Services,Proof_Intel_Services,no,Foreign Weapons & Hardware,Foreign Weapons,"CornerShot, ARCAS, shaped-charge, and specialty-weapon claims tying Israeli or foreign hardware to the UVU tent kill mechanism.",image,/img/evidence/258a0ad3ed9043b82a18b2e2d906d63a47da27c3511156d935fe495f32df8781.jpg,QmZjdHQxmcGs6soC5pt55m3RuL3s1BMBJMHNqcHi92P3n5,"This is a mobile phone screenshot of a social media story, likely from Facebook, showing a shared text-based chart about alleged &quot;Non Lethal Microwave Weapons&quot; and their physical…",ck-4sq-side,no,CK_AUTHOR_CREDIT,"If a service participated, the expectation is non-retail hardware &mdash; CornerShot mounts, shaped charges, ARCAS-class systems &mdash; rather than a grandfather&apos;s Mauser. No public weapons examination confirms any of it at the scene."
/Proof_Intel_Services/Fort_Huachuca_Sept_9,site/docs/Proof_Intel_Services/Fort_Huachuca_Sept_9.mdx,mdx,3,Proof_Intel_Services,Proof_Intel_Services,no,Fort Huachuca — Sept 9 Meeting,Fort Huachuca,"The alleged Fort Huachuca Army intelligence meeting and SAM-702 VIP flight of Sept 8–9, 2025 — the unverified claim that Bradley Hansell was aboard, and unconfirmed photo claims about TPUSA-linked figures, two days before Charlie Kirk was killed.",none,,,,none,no,CK_AUTHOR_CREDIT,"Roughly a dozen lieutenant colonels on base September 8, a VIP flight out the next morning, and a passenger identification no manifest confirms. The organizational overlap with <a href=""/Planes/N1098L/overview"">N1098L</a> is real; any tasking is not established."
/Proof_Intel_Services/Investigation_Index,site/docs/Proof_Intel_Services/Investigation_Index.mdx,mdx,3,Proof_Intel_Services,Proof_Intel_Services,no,Proof Intel Services — Investigation Index,Investigation Index,"Working memo for intelligence-service connection indicators in the Charlie Kirk case — NCTC shutdown, NSA phones, HADES flights, Egyptian jets, FBI signatures, and Israel motive.",none,,,,none,no,CK_AUTHOR_CREDIT,"The routing memo for every intelligence indicator in this section &mdash; the halted foreign inquiry, foreign handsets at the courtyard, an ISR jet overhead, Egyptian jets on the ramp &mdash; ordered by which question you want answered first. It closes with a disclosure list: the manifests, briefing logs and subscriber names that would settle these arguments in an afternoon."
/Proof_Intel_Services/Israel_Motive_Timeline,site/docs/Proof_Intel_Services/Israel_Motive_Timeline.mdx,mdx,3,Proof_Intel_Services,Proof_Intel_Services,no,Israel Motive Timeline,Israel Motive,September 2025 timeline of Charlie Kirk's reported break with pro-Israel donors and narratives — context for foreign-intelligence motive theories.,none,,,,none,no,CK_AUTHOR_CREDIT,September 2025 compressed into a single chronology of the reported break with pro-Israel donors. It is the context foreign-intelligence motive theories are built on &mdash; and the place to test them.
/Proof_Intel_Services/Israeli_Phones_Bumblehive,site/docs/Proof_Intel_Services/Israeli_Phones_Bumblehive.mdx,mdx,3,Proof_Intel_Services,Proof_Intel_Services,no,Israeli Phones & Bumblehive,Israeli Phones,"NSA Utah Data Center claims — Israeli and foreign cellphones at UVU during the shooting, Serena Hotel trace, and Bumblehive deanonymization.",none,,,,none,no,CK_AUTHOR_CREDIT,"Claims about the NSA Utah Data Center holding the phone record that would settle who was on campus. If Bumblehive has it, deanonymisation is a query, not an investigation."
/Proof_Intel_Services/Joe_Kent_Foreign_Inquiry_Shutdown,site/docs/Proof_Intel_Services/Joe_Kent_Foreign_Inquiry_Shutdown.mdx,mdx,3,Proof_Intel_Services,Proof_Intel_Services,no,Joe Kent — Foreign Inquiry Shutdown,Joe Kent / NCTC,Joe Kent says the FBI halted his NCTC foreign-nexus inquiry into Charlie Kirk's death — the most attributable U.S. intel thread in Proof Intel Services.,none,,,,none,no,CK_AUTHOR_CREDIT,"Joe Kent says the FBI halted his NCTC foreign-nexus inquiry. It is the most directly attributable U.S. intelligence thread on the site &mdash; a named official, on the record."
/Proof_Intel_Services/N1098L_HADES_Over_UVU,site/docs/Proof_Intel_Services/N1098L_HADES_Over_UVU.mdx,mdx,3,Proof_Intel_Services,Proof_Intel_Services,no,N1098L HADES Over UVU,N1098L HADES,"U.S. Army HADES ISR jet N1098L made extremely low passes near UVU on Sept 10, 2025 — before and after the shooting — a core Proof Intel Services indicator.",image,/img/evidence/18b37da1e1a18c3370c821fbba568dea410129e8809590efe31bfa0073e56672.jpg,Qme8FdeoxL5CitTFj32tsPnBu9rMSs5pHyqb1y86ZY6i1g,This is a digital screenshot of a social media post on X (formerly Twitter) by a user named Tommy (@tjphager).,ck-4sq-side,no,CK_AUTHOR_CREDIT,"Public ADS-B puts an Army HADES jet in extremely low, slow passes near UVU before and after 12:23 PM. The master file&apos;s summary of it runs to four words: it was ours."
/Proof_Intel_Services/Provo_Airport_Counter_UAS,site/docs/Proof_Intel_Services/Provo_Airport_Counter_UAS.mdx,mdx,3,Proof_Intel_Services,Proof_Intel_Services,no,Provo Airport Counter-UAS,Counter-UAS,"Claims of Egyptian-government contractors testing Counter-UAS gear at Provo Municipal Airport Sept 4–10, 2025 — DOD liaison badges and security skip.",image,/img/evidence/781289454f0c0fe4330607de536c9f1579c6ddf0e0d129419cc5507661c91b58.jpg,QmT4Curwh5WArDih672Y17mXCnjixgK5ZFjWMm5yC9N61g,"This is a digital screenshot of a desktop or tablet web browser displaying a Google Maps satellite view of Tuba City Airport in Arizona, alongside an informational side panel.",ck-4sq-stack,no,CK_AUTHOR_CREDIT,"Egyptian-linked contractors reportedly tested counter-drone gear at Provo the week of the killing, on U.S. DoD Liaison badges and a clearance to skip screening. Ten minutes from campus, and unverified."
/Proof_Intel_Services/State_Actors_Professional_Hit,site/docs/Proof_Intel_Services/State_Actors_Professional_Hit.mdx,mdx,3,Proof_Intel_Services,Proof_Intel_Services,no,State Actors & Professional Hit,State Actors,"Benny Johnson state-actors remark, professional-hit pattern analysis, and commentary tying Charlie Kirk's death to intelligence-style execution.",image,/img/evidence/fa04b240b359dd42dff073ae875ed5a90b9f392fb5c513a4a8f1d0f23a09a1d4.jpg,Qmd2dekvw7fpvNigs9TgZLqY2bfHLEgT6t5KtuPejX9GLZ,This is a split-screen digital image containing a video still on the left and a text document with social media embeds on the right.,ck-4sq-stack,no,CK_AUTHOR_CREDIT,"Commentator Benny Johnson, who says he is very close to Charlie&apos;s team, states on camera that there is considerable evidence state actors were involved &mdash; then says he cannot go further. The page holds the clip, the transcript and the pattern checklist researchers build around it. No agency is named on camera, and none is accused here."
/Proof_Intel_Services/UVU_Sept_9_Foreknowledge,site/docs/Proof_Intel_Services/UVU_Sept_9_Foreknowledge.mdx,mdx,3,Proof_Intel_Services,Proof_Intel_Services,no,UVU Sept 9 Foreknowledge,Sept 9 Warnings,"UVU GRAMA records — Sept 9, 2025 warnings about a 'plan,' redacted message to Charlie Kirk, and security failures suggesting possible foreknowledge.",none,,,,none,no,CK_AUTHOR_CREDIT,"Two separate warnings reached UVU the day before the shooting: two people who arrived asking to tell police about &quot;a plan,&quot; and an email asking staff to get a message to Charlie Kirk. Both names are redacted in the <a href=""/UVU/pre-shooting-warnings"">GRAMA release</a> and neither has documented follow-through. The university says more records exist and has not released them."
/Proof_Intel_Services/overview,site/docs/Proof_Intel_Services/overview.mdx,mdx,2,Proof_Intel_Services,,yes,Proof Intel Services,Proof Intel Services,"Hub for intelligence-service connection indicators around UVU Sept 10, 2025 — NCTC shutdown, NSA phones, HADES flights, Egyptian jets, FBI signatures, and Israel motive.",none,,,,none,no,CK_AUTHOR_CREDIT,"Halted foreign inquiries, an ISR jet overhead, foreign phones, VIP flights and scene control. Indicators rather than proof &mdash; but they are the indicators an intelligence service leaves behind."
/campus_university/overview,site/docs/campus_university/overview.mdx,mdx,2,campus_university,,yes,Campus & University,Campus & University,This directory contains information about UVU and educational institution responses to the Charlie Kirk incident.,none,,,,none,no,CK_AUTHOR_CREDIT,"How UVU and the wider university world responded &mdash; alerts, statements, counseling, and the records the institution did and did not release."
