vkey	basename	media_path	media_present	size	mtime	audio_path	transcription_path	transcription_source	ai_description_path	ocr_path	manifest_cid	manifest_pinned	source_url	source_author	added_date	manifest_description	source_platform	origin	mirror_dir	title_hint
2046380775579209982	2046380775579209982.mp4	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2046380775579209982.mp4	video	22593106	1776772901	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2046380775579209982.mp3	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2046380775579209982.mp4.transcription	video	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2046380775579209982.mp4.ai_description		QmPqpX8PjTgsPJvdUVn8MmPFBiZ75XxUPfXr8YjWDwjtFq	true	https://x.com/FurkanGozukara/status/2046380775579209982?s=20	@FurkanGozukara	2026-04-21	Buckley Carlson dismantles FBI Director Kash Patel over Charlie Kirk assassination coverup — Valhalla pagan reference mocks devout Christian	x	videos_dir		
2046414464447287296	2046414464447287296.mp4	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2046414464447287296.mp3	audio_only	1589059		/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2046414464447287296.mp3	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2046414464447287296.mp3.transcription	audio_sibling			QmSS2HkEaF38xhE25ZsY9FUGmvcwwisnwRgKHxjvkdkZse	true	https://x.com/MJTruthUltra/status/2046416354454990874	@MJTruthUltra	2026-04-20	MJTruthUltra — Kash Valhalla quote + Goat Island / Valhalla Danish House (video 3 of 3)	x	manifest_only		
2046416264562921472	2046416264562921472.mp4	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2046416264562921472.mp3	audio_only	98220		/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2046416264562921472.mp3	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2046416264562921472.mp3.transcription	audio_sibling			QmfJ9f9ymnw6RvHYXzGbnL9rQeHPES7Pi6TQJQnbHqBEzG	true	https://x.com/MJTruthUltra/status/2046416354454990874	@MJTruthUltra	2026-04-20	MJTruthUltra — Kash Valhalla quote + Goat Island / Valhalla Danish House (video 2 of 3)	x	manifest_only		
2046416264567140352	2046416264567140352.mp4	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2046416264567140352.mp3	audio_only	265592		/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2046416264567140352.mp3	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2046416264567140352.mp3.transcription	audio_sibling			QmchuzwZemj9rh5Z4fAPVP36KL8fqWYd4UTm5djnJRJZpc	true	https://x.com/MJTruthUltra/status/2046416354454990874	@MJTruthUltra	2026-04-20	MJTruthUltra — Kash Valhalla quote + Goat Island / Valhalla Danish House (video 1 of 3)	x	manifest_only		
2047113133903495513	2047113133903495513.mp4	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2047113133903495513.mp4	video	58916838	1776971760	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2047113133903495513.mp3	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2047113133903495513.mp4.transcription	video	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2047113133903495513.mp4.ai_description		Qmf861VfyBj9LHr5yLVhN1ugZG6B1ZppVgWUY5HFVyrz3g	true	https://x.com/jamiburns45/status/2047113133903495513?s=20	@jamiburns45	2026-04-23	Brig. Gen. Blaine Holt and Rob O Neill (bin Laden SEAL killer) on NEWSMAX discussing CK assassination	x	videos_dir		
2053805778952417528	2053805778952417528.mp4	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2053805778952417528.mp4	video	6159642	1778501998	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2053805778952417528.mp3	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2053805778952417528.mp4.transcription	video	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2053805778952417528.mp4.ai_description		QmNjgg3Trjfiq4YEK4XjDur9YyJF1xk8nhAkeCkXMoo41Y	true	https://x.com/MuppetMasher/status/2053805778952417528	@MuppetMasher	2026-05-11	UVU witness Nick interview — describes hearing pops/smaller calibre sounds, not rifle, and trajectory of shot	x	videos_dir		
2055025567255191600	2055025567255191600.mp4	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2055025567255191600.mp4	video	48741435	1778870348	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2055025567255191600.mp3	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2055025567255191600.mp4.transcription	video	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2055025567255191600.mp4.ai_description		Qma3dQgv74Lr1W6yipQU8SUZYY7WNch7P18XQ9ah15rTP2	true	https://x.com/rustyrockets/status/2055025567255191600	@rustyrockets	2026-05-15	Russell Brand — 4:45 monologue tying Charlie Kirk and Israel themes	x	videos_dir		
2055445490003489041	2055445490003489041.mp4	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2055445490003489041.mp4	video	15229977	1778941001	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2055445490003489041.mp3	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2055445490003489041.mp4.transcription	video	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2055445490003489041.mp4.ai_description		QmRctS1DC9ZU8U9qzy9FVmCGmLDsCWKgNMgcapzcK5SsSQ	true	https://x.com/FurkanGozukara/status/2055445490003489041	@FurkanGozukara	2026-05-16	Stew Peters segment alleging Charlie Kirk rejected a $1 billion Israeli offer (amplified by @FurkanGozukara)	x	videos_dir		
2057560145379708956	2057560145379708956.mp4	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2057560145379708956.mp4	video	3685643	1779402881	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2057560145379708956.mp3	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2057560145379708956.mp4.transcription	video	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2057560145379708956.mp4.ai_description		QmRroFnN6ku7scJcNZXgTprhf8723Zic5oiBiRNogqHTRm	true	https://x.com/ShadowofEzra/status/2057560145379708956	@ShadowofEzra	2026-05-21	Dan Merrell — contractor hired to pave Charlie Kirk crime scene — says Utah governor and Kash Patel FBI ordered the pave-over by Monday	x	videos_dir		
2067372027623715212	2067372027623715212.mp4	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2067372027623715212.mp4	video	46196181	1781737132	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2067372027623715212.mp3	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2067372027623715212.mp4.transcription	video	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2067372027623715212.mp4.ai_description		QmThpacy26yaTjsRcPSVegJQTNzRRSyXt23tKWjPZcyn3s	true	https://x.com/ProjectConstitu/status/2067372027623715212	@ProjectConstitu	2026-06-17	Candace Owens exploding-mic theory explainer — soil excavation, paved-over tent, necklace search	x	videos_dir		
2068463186668605858	2068463186668605858.mp4	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2068463186668605858.mp3	audio_only	564792		/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2068463186668605858.mp3	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2068463186668605858.mp3.transcription	audio_sibling			QmRiWzUfpwFu34KwtxnPTs84NkqVwLtm2RTtcLRRp7m22w	true	https://x.com/Partisangirl/status/2068463186668605858	@Partisangirl	2026-06-21	Tucker Carlson: those who knew Charlie Kirk believe he was murdered for his evolving views on Israel	x	manifest_only		
2069185145555255370	2069185145555255370.mp4	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2069185145555255370.mp3	audio_only	5127185		/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2069185145555255370.mp3	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2069185145555255370.mp3.transcription	audio_sibling			QmYoW7YuVGkVpq9r67aufTqqLM9QQb7UjR27QMvwyjbq2y	true	https://x.com/realhonestash/status/2069185145555255370	@realhonestash	2026-06-22	Candace Owens covers alleged crisis actors and the mic-as-shaped-charge plan theory	x	manifest_only		
2069185145555255370_source	2069185145555255370_source.mp4		none								QmS84Kqhk27iMFCMDx5YupSnPy5kh1HUiwUFaZsYmCsJQp	true	https://x.com/realhonestash/status/2069185145555255370	@realhonestash	2026-06-22	Source clip - alleged crisis actors describing what they witnessed	x	manifest_only		
2069350461573046382	2069350461573046382.mp4	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2069350461573046382.mp4	video	30635952	1782509178	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2069350461573046382.mp3	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2069350461573046382.mp4.transcription	video	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2069350461573046382.mp4.ai_description		QmbXGTeP3o1grnNNm5d5cMNsYPWeoXr4TNgkqyVS1U9m8q	true	https://x.com/MuppetMasher/status/2069350461573046382	@MuppetMasher	2026-06-26	"Compilation of on-camera witness TV interviews describing Charlie Kirk shot in the heart/chest (shaped-charge ""shot to the heart"" theory)."	x	videos_dir		
2069566053353463951	2069566053353463951.mp4	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2069566053353463951.mp4	video	173543756	1782302726	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2069566053353463951.mp3	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2069566053353463951.mp4.transcription	video	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2069566053353463951.mp4.ai_description		QmaH8msKvgBjgsAYUSFegAo7JYCNUQUCeJCv6geZaFTfGC	true	https://x.com/CharlotteLee_88/status/2069566053353463951	@CharlotteLee_88	2026-06-24	Witness lineup - Sara describes shot in chest, doubles down, then changes account on second station	x	videos_dir		
2069997980002726099	2069997980002726099.mp4	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2069997980002726099.mp4	video	30641855	1782386933	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2069997980002726099.mp3	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2069997980002726099.mp4.transcription	video	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2069997980002726099.mp4.ai_description		QmTUAdM2AELmSag6in7A8AypCsSw6NKSQqFJj15gF28ZAj	true	https://x.com/realstewpeters/status/2069997980002726099	@realstewpeters	2026-06-25	Stew Peters explains his exploding-mic thesis tying CK death to AES factory $440k DoD order, Hegseth SAM702 flight, and Elbit Systems	x	videos_dir		
2070467635578294609	2070467635578294609.mp4	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2070467635578294609.mp4	video	42701327	1782474158	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2070467635578294609.mp3	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2070467635578294609.mp4.transcription	video	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2070467635578294609.mp4.ai_description		QmcsVH1Qt1MomvqkB2giLRCtNWQ4tEC3PnEnK5BKnyLZX6	true	https://x.com/ProjectConstitu/status/2070467635578294609	@ProjectConstitu	2026-06-26	Joshua Peterson TPUSA whistleblower testimony — alleged Israeli/Mossad recruitment at TPUSA training	x	videos_dir		
2070615710003589174	2070615710003589174.mp4	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2070615710003589174.mp4	video	556396	1782512924	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2070615710003589174.mp3	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2070615710003589174.mp4.transcription	video	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2070615710003589174.mp4.ai_description		QmQ8y9mRxxJfGq8VgGb3LN2aet5MnHnAzLpHaoDobDWeLs	true	https://x.com/DiligentDenizen/status/2070615710003589174?s=20	@DiligentDenizen	2026-06-26	Candace Owens SUV photos montage — shattered tempered glass (RODE mic) on SUV floor	x	videos_dir		
2071072788132118610	2071072788132118610.mp4	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2071072788132118610.mp4	video	75721393	1782664703	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2071072788132118610.mp3	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2071072788132118610.mp4.transcription	video	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2071072788132118610.mp4.ai_description		QmbDwwYuPmjPjL84jM2XCum7EFrtc33pjWBhMdKMFCdPXt	true	https://x.com/troofevades/status/2071072788132118610	@troofevades	2026-06-28	Demonstration of a real shaped charge detonating (large smoke cloud); skeptic counterargument to the exploding-mic theory. Original video by @Trillion0x.	x	videos_dir		
2071074071404798401	2071074071404798401.mp4	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2071074071404798401.mp4	video	11877523	1782669552	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2071074071404798401.mp3	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2071074071404798401.mp4.transcription	video	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2071074071404798401.mp4.ai_description		Qmbmk5C2fTbsxtWv4nnPNjsorjy9DRShPi811ZikJ8DvB2	true	https://x.com/UAPLuigi/status/2071074071404798401	@UAPLuigi	2026-06-28	Microwave Hearing / Frey Effect / V2K explainer with audio demo attributed to CIA-DARPA Project Pandora microwave voice-to-skull technology	x	videos_dir		
2071736376215920842	2071736376215920842.mp4	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2071736376215920842.mp4	video	3922575	1782859636	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2071736376215920842.mp3	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2071736376215920842.mp4.transcription	video	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2071736376215920842.mp4.ai_description		QmWnQXa9n7UQWEtGHVHMNVr8kmN7gYR9brubAPSj3xR4uD	true	https://x.com/CatQuestionsAll/status/2071736376215920842	@CatQuestionsAll	2026-06-30	Benny Johnson says there is reason to believe CK was a professional hit job and considerable evidence of state actors involved	x	videos_dir		
2071736376215920842_extracted	2071736376215920842_extracted	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2071736376215920842_extracted.mp3	audio_only	972777		/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2071736376215920842_extracted.mp3	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2071736376215920842_extracted.mp3.transcription	audio_sibling									x	sidecar_only		
2072021982296551765	2072021982296551765.mp4	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2072021982296551765.mp4	video	3078587	1782846946	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2072021982296551765.mp3	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2072021982296551765.mp4.transcription	video	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2072021982296551765.mp4.ai_description		QmYfryta9zQRs6W6qCctfvz4MZjo3p8x7wzCSEVR8mK6KJ	true	https://x.com/IGraceAshford/status/2072021982296551765	@IGraceAshford	2026-06-30	Baron Coleman alleges bulletproof evidence of a multi-agency cover-up framing Tyler Robinson	x	videos_dir		
2072814926133866634	2072814926133866634.mp4	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2072814926133866634.mp3	audio_only	2138486		/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2072814926133866634.mp3	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2072814926133866634.mp3.transcription	audio_sibling			QmWpQUf5HajEXF8SV3ZTSGB377HUruL7GLPUbr7ByHAQkh	true	https://x.com/mistressdivy/status/2072814926133866634	@mistressdivy	2026-07-02	Paralegal analyzes AES USASpending.gov DoD contract for miniature anti-personnel demolition devices, ties to Kirk mic theory	x	manifest_only		
2074257725697970542	2074257725697970542.mp4	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2074257725697970542.mp4	video	13419576	1783381868	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2074257725697970542.mp3	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2074257725697970542.mp4.transcription	video	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2074257725697970542.mp4.ai_description		QmbNQzjHMfZpLqKL7uVQxstB7Bw6befeXkQzGdsXNWY9GY	true	https://x.com/JOKAQARMY1/status/2074257725697970542	@JOKAQARMY1	2026-07-06	"Clip captioned ""Officer Bagley body cam dies on roof"" — claim that a UVU-area officer body camera stopped recording on the rooftop"	x	videos_dir		
2075191642366054733	2075191642366054733.mp4	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2075191642366054733.mp4	video	61909839	1783701880		/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2075191642366054733.mp4.transcription	video	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2075191642366054733.mp4.ai_description		QmWxfDTeJekGmhRvHz1kCZvKnA38L6y4BpZAjPuC6FGKDg	true	https://x.com/iluminomoly/status/2075191642366054733	@iluminomoly	2026-07-10	Police scanner breakdown — shifting story of Zach Qureshi/Andrew Piskadlo going hospital to hospital; Nissan Armada turns out to be FBI; non-existent DMV plate	x	videos_dir		
2075290171105288315	2075290171105288315.mp4	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2075290171105288315.mp4	video	1645892	1783688199		/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2075290171105288315.mp4.transcription	video	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2075290171105288315.mp4.ai_description		QmR3y2v5F5uHzCrUJ79s8M2bKoFqPi3cBY2KZvrFabq3oj	true	https://x.com/realstewpeters/status/2075290171105288315	@realstewpeters	2026-07-10	Utah v. Robinson testimony — Agent Davis confirms a Cellebrite (Israeli firm) extraction on Lance Twiggs phone; Robinson-Twiggs texts Sept 10-11	x	videos_dir		
2075531573907071094	2075531573907071094.mp4	/Users/bryan/BGit/Bryan_git/charlie-kirk/videos/2075531573907071094.mp4	video	13400391	1783688296		/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2075531573907071094.mp4.transcription	video	/Users/bryan/BGit/Bryan_git/charlie-kirk/.lfbridge/videos/2075531573907071094.mp4.ai_description		QmZWuQH5Mf1mY5SP2C9HHvRFrSRcp8xLmw8RgKfRXypA9g	true	https://x.com/IGraceAshford/status/2075531573907071094	@IGraceAshford	2026-07-10	Every district/magistrate judge in M.D. Tennessee recused from Brian Harpole defamation suit vs Candace Owens; 6th Cir. bringing outside judge. Includes Candace Owens clip on the public-figure argument.	x	videos_dir		
2075691199575265757	2075691199575265757.mp4		none								QmQKcXQqCGn8hjfMwj7Mycfnzbv8B73sMmHLPYS9TZjSg9	true	https://x.com/ProjectConstitu/status/2075691199575265757	@ProjectConstitu	2026-07-10	"Resurfaced 20s video: man in all black with backpack and long dark hair running from UVU crime scene 9/10, filmed by a witness who said ""he is the guy"". Amplified by @realhonestash."	x	manifest_only		
